"Incident-based crime statistics, by detailed violations" 1 2 3 4
"Annual"
"Table: 35-10-0177-01 (formerly CANSIM 252-0051)"
"Geography: Canada, Census metropolitan area, Census metropolitan area part, Province or territory"

"","Total, all violations [0000]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"","Rate per 100,000 population",,,,,,,,,,,,,,,,,,,,"Rate, total persons charged per 100,000 population aged 12 years and over 6",,,,,,,,,,,,,,,,,,,
"Geography3 5","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. John's, Newfoundland and Labrador [10001] 7","7,840.62","6,596.12","7,294.28","7,030.00","7,428.25","6,903.21","7,163.52","6,955.84","7,131.69","7,935.51","7,597.73","8,084.74","8,479.56","7,867.74","7,611.67","7,307.64","6,451.93","6,525.37","6,333.97","5,751.42","0.00","0.00","0.00","0.00","0.00","0.00","1,997.92","1,869.66","1,723.96","1,753.73","1,805.76","2,037.31","2,108.42","2,054.67","2,034.65","1,949.48","1,915.48","2,041.78","2,154.80","2,206.77"
"Prince Edward Island [11] 8","7,110.20","7,933.47","7,657.20","7,866.06","8,655.28","9,523.32","8,974.10","8,312.63","7,513.15","6,813.05","6,934.08","7,132.49","7,140.84","7,289.74","7,360.08","6,541.41","5,303.77","4,677.40","4,928.68","4,620.41","1,694.68","1,790.51","1,774.30","1,854.74","1,800.37","1,785.33","1,624.31","1,780.96","2,033.21","1,830.99","1,767.21","1,791.45","1,892.44","1,647.69","1,768.01","1,714.34","1,458.14","1,307.77","1,297.01","1,339.66"
"Halifax, Nova Scotia [12205]","10,328.90","10,370.94","9,051.10","9,611.07","9,395.51","9,754.53","10,371.90","9,566.10","9,229.97","8,598.41","7,941.02","7,884.31","8,142.62","7,299.21","6,596.21","5,910.15","5,912.72","5,385.35","5,205.48","5,557.99","0.00","0.00","0.00","0.00","0.00","0.00","2,084.67","1,965.50","2,188.66","2,614.05","2,579.08","2,311.40","2,389.43","2,408.45","2,222.30","2,014.70","1,941.39","1,795.04","1,754.69","1,792.11"
"Moncton, New Brunswick [13305] 9 10","..","..","..","..","..","..","..","..","8,646.60","7,516.30","6,866.40","6,593.89","6,609.92","6,767.04","7,740.44","6,659.25","6,265.06","7,366.87","6,788.20","7,786.08","..","..","..","..","..","..","..","..","1,882.70","2,229.84","2,353.65","2,203.33","2,289.15","2,239.62","2,084.49","1,803.23","1,748.07","1,790.46","1,958.29","1,847.47"
"Saint John, New Brunswick [13310] 5 7 10 11","8,689.34","7,972.84","7,335.47","7,185.43","8,149.06","8,221.61","7,657.26","6,975.85","7,170.61","7,614.21","7,521.62","7,244.58","7,014.68","6,250.72","6,214.52","5,620.77","5,215.10","5,132.38","4,812.21","4,954.71","0.00","0.00","0.00","0.00","0.00","0.00","2,134.74","2,024.03","2,177.18","2,170.25","2,118.56","2,120.99","2,010.82","1,964.43","2,095.43","2,040.93","1,957.89","1,836.47","1,726.87","1,838.57"
"Saguenay, Quebec [24408] 12 13","7,112.78","6,100.02","5,995.39","5,332.01","4,695.34","4,575.34","4,537.20","4,100.59","4,451.64","4,806.11","5,535.14","5,809.83","5,881.47","5,531.85","5,403.54","4,930.64","4,592.66","4,487.05","4,599.82","4,598.87","0.00","0.00","0.00","0.00","0.00","0.00","1,279.29","1,115.81","1,326.09","1,445.73","1,427.36","1,491.53","1,586.66","1,509.76","1,568.90","1,456.12","1,425.83","1,414.45","1,454.93","1,441.03"
"Québec, Quebec [24421]","5,873.95","5,557.06","5,797.79","5,466.72","5,311.30","5,294.22","5,041.86","5,017.33","5,288.64","4,987.20","4,906.15","4,629.56","4,421.95","4,129.54","4,097.56","3,924.01","3,628.97","3,549.56","3,640.46","3,800.61","0.00","0.00","0.00","0.00","0.00","0.00","1,202.16","1,237.47","1,279.49","296.94","319.97","1,218.60","1,189.35","1,302.92","1,451.93","1,338.58","1,200.26","1,205.36","1,273.97","1,436.28"
"Sherbrooke, Quebec [24433] 14 15","7,058.23","6,641.82","6,755.96","7,013.20","7,231.86","6,858.16","6,131.86","5,548.36","5,875.06","5,786.43","6,059.36","5,984.79","5,564.28","5,125.17","5,383.17","4,972.05","4,674.92","4,316.06","4,372.45","4,343.14","0.00","0.00","0.00","0.00","0.00","0.00","1,728.25","2,070.23","2,009.55","1,889.35","1,548.99","2,690.87","2,269.00","2,025.10","2,295.29","2,168.85","2,065.57","2,176.92","2,204.02","2,175.12"
"Trois-Rivières, Quebec [24442]","6,750.01","6,028.83","5,641.18","5,284.34","5,488.41","5,893.33","5,514.20","5,644.86","5,601.58","5,460.42","5,819.75","6,009.22","5,880.26","5,478.51","5,421.17","5,178.86","4,690.44","4,607.97","4,076.81","4,399.13","0.00","0.00","0.00","0.00","0.00","0.00","1,952.15","2,119.31","1,963.69","2,053.30","2,129.72","2,010.45","2,091.88","2,018.99","1,860.34","1,888.42","1,682.37","1,605.43","1,477.98","1,502.57"
